"type","chr","start","end","id","name"
"mirna_primary_transcript","chr16",57772289,57772352,"MI0022617","hsa-mir-6772"
"mirna","chr16",57772326,57772347,"MIMAT0027444","hsa-mir-6772-5p"
"mirna","chr16",57772290,57772312,"MIMAT0027445","hsa-mir-6772-3p"
"mirna_primary_transcript","chr16",67202321,67202395,"MI0000804","hsa-mir-328"
"mirna","chr16",67202327,67202348,"MIMAT0000752","hsa-mir-328-3p"
"mirna","chr16",67202367,67202389,"MIMAT0026486","hsa-mir-328-5p"
"mirna_primary_transcript","chr16",68233426,68233499,"MI0022618","hsa-mir-6773"
"mirna","chr16",68233472,68233494,"MIMAT0027446","hsa-mir-6773-5p"
"mirna","chr16",68233426,68233447,"MIMAT0027447","hsa-mir-6773-3p"
"mirna","chr16",69565808,69565830,"MIMAT0007400","hsa-mir-1538"
"mirna_primary_transcript","chr16",69933081,69933180,"MI0000456","hsa-mir-140"
"mirna","chr16",69933103,69933124,"MIMAT0000431","hsa-mir-140-5p"
"mirna","chr16",69933142,69933162,"MIMAT0004597","hsa-mir-140-3p"
"mirna_primary_transcript","chr16",70030346,70030422,"MI0015977","hsa-mir-1972-2"
"mirna","chr16",76868988,76869009,"MIMAT0019832","hsa-mir-4719"
"mirna_primary_transcript","chr16",81385018,81385093,"MI0017355","hsa-mir-4720"
"mirna","chr16",81385021,81385042,"MIMAT0019833","hsa-mir-4720-5p"
"mirna","chr16",81385063,81385083,"MIMAT0019834","hsa-mir-4720-3p"
"mirna_primary_transcript","chr16",81533902,81533966,"MI0025524","hsa-mir-7854"
"mirna","chr16",81533942,81533962,"MIMAT0030429","hsa-mir-7854-3p"
"mirna_primary_transcript","chr16",81611348,81611408,"MI0022216","hsa-mir-6504"
"mirna","chr16",81611352,81611372,"MIMAT0025464","hsa-mir-6504-5p"
"mirna","chr16",81611387,81611406,"MIMAT0025465","hsa-mir-6504-3p"
"mirna","chr16",82688988,82689009,"MIMAT0030985","hsa-mir-8058"
"mirna","chr16",83508349,83508365,"MIMAT0015062","hsa-mir-3182"
"mirna","chr16",85207860,85207885,"MIMAT0049022","hsa-mir-12128"
"mirna","chr16",85306236,85306258,"MIMAT0021085","hsa-mir-5093"
"mirna_primary_transcript","chr16",85741621,85741700,"MI0008331","hsa-mir-1910"
"mirna","chr16",85741669,85741689,"MIMAT0007884","hsa-mir-1910-5p"
"mirna","chr16",85741631,85741650,"MIMAT0026917","hsa-mir-1910-3p"
"mirna_primary_transcript","chr16",85918347,85918416,"MI0022619","hsa-mir-6774"
"mirna","chr16",85918352,85918376,"MIMAT0027448","hsa-mir-6774-5p"
"mirna","chr16",85918396,85918416,"MIMAT0027449","hsa-mir-6774-3p"
"mirna_primary_transcript","chr16",87834592,87834660,"MI0022620","hsa-mir-6775"
"mirna","chr16",87834631,87834655,"MIMAT0027450","hsa-mir-6775-5p"
"mirna","chr16",87834592,87834612,"MIMAT0027451","hsa-mir-6775-3p"
"mirna","chr16",87853906,87853925,"MIMAT0044658","hsa-mir-11401"
"mirna_primary_transcript","chr16",88468918,88469031,"MI0018168","hsa-mir-5189"
"mirna","chr16",88468943,88468966,"MIMAT0021120","hsa-mir-5189-5p"
"mirna","chr16",88468984,88469004,"MIMAT0027088","hsa-mir-5189-3p"
"mirna_primary_transcript","chr16",88716278,88716337,"MI0017357","hsa-mir-4722"
"mirna","chr16",88716315,88716337,"MIMAT0019836","hsa-mir-4722-5p"
"mirna","chr16",88716278,88716299,"MIMAT0019837","hsa-mir-4722-3p"
"mirna","chr17",1022529,1022550,"MIMAT0015063","hsa-mir-3183"
"mirna_primary_transcript","chr17",1713903,1713987,"MI0000078","hsa-mir-22"
"mirna","chr17",1713952,1713973,"MIMAT0004495","hsa-mir-22-5p"
"mirna","chr17",1713914,1713935,"MIMAT0000077","hsa-mir-22-3p"
"mirna_primary_transcript","chr17",2049908,2050008,"MI0000449","hsa-mir-132"
"mirna","chr17",2049965,2049986,"MIMAT0004594","hsa-mir-132-5p"
"mirna","chr17",2049929,2049950,"MIMAT0000426","hsa-mir-132-3p"
"mirna_primary_transcript","chr17",2050271,2050380,"MI0000288","hsa-mir-212"
"mirna","chr17",2050290,2050310,"MIMAT0000269","hsa-mir-212-3p"
"mirna","chr17",2050328,2050350,"MIMAT0022695","hsa-mir-212-5p"
"mirna_primary_transcript","chr17",2692861,2692919,"MI0022621","hsa-mir-6776"
"mirna","chr17",2692896,2692914,"MIMAT0027452","hsa-mir-6776-5p"
"mirna","chr17",2692861,2692883,"MIMAT0027453","hsa-mir-6776-3p"
"mirna","chr17",2748139,2748159,"MIMAT0005904","hsa-mir-1253"
"mirna_primary_transcript","chr17",4969702,4969771,"MI0022711","hsa-mir-6864"
"mirna","chr17",4969743,4969766,"MIMAT0027628","hsa-mir-6864-5p"
"mirna","chr17",4969702,4969722,"MIMAT0027629","hsa-mir-6864-3p"
"mirna_primary_transcript","chr17",4970086,4970150,"MI0022712","hsa-mir-6865"
"mirna","chr17",4970123,4970145,"MIMAT0027630","hsa-mir-6865-5p"
"mirna","chr17",4970091,4970111,"MIMAT0027631","hsa-mir-6865-3p"
"mirna_primary_transcript","chr17",6655440,6655509,"MI0016886","hsa-mir-4520-1"
"mirna","chr17",6655447,6655468,"MIMAT0019057","hsa-mir-4520-3p"
"mirna_primary_transcript","chr17",6655449,6655502,"MI0017358","hsa-mir-4520-2"
"mirna","chr17",6655481,6655502,"MIMAT0020300","hsa-mir-4520-2-3p"
"mirna_primary_transcript","chr17",7017615,7017701,"MI0000489","hsa-mir-195"
"mirna","chr17",7017667,7017687,"MIMAT0000461","hsa-mir-195-5p"
"mirna","chr17",7017628,7017649,"MIMAT0004615","hsa-mir-195-3p"
"mirna_primary_transcript","chr17",7017911,7018022,"MI0003138","hsa-mir-497"
"mirna","chr17",7017979,7017999,"MIMAT0002820","hsa-mir-497-5p"
"mirna","chr17",7017938,7017959,"MIMAT0004768","hsa-mir-497-3p"
"mirna_primary_transcript","chr17",7223297,7223379,"MI0000813","hsa-mir-324"
"mirna","chr17",7223343,7223364,"MIMAT0000761","hsa-mir-324-5p"
"mirna","chr17",7223308,7223330,"MIMAT0000762","hsa-mir-324-3p"
"mirna","chr17",8088066,8088083,"MIMAT0016868","hsa-mir-4314"
"mirna_primary_transcript","chr17",8144994,8145071,"MI0022730","hsa-mir-6883"
"mirna","chr17",8145045,8145066,"MIMAT0027666","hsa-mir-6883-5p"
"mirna","chr17",8144994,8145015,"MIMAT0027667","hsa-mir-6883-3p"
"mirna","chr17",8186948,8186969,"MIMAT0019058","hsa-mir-4521"
"mirna_primary_transcript","chr17",12081899,12081996,"MI0005559","hsa-mir-744"
"mirna","chr17",12081909,12081930,"MIMAT0004945","hsa-mir-744-5p"
"mirna","chr17",12081966,12081987,"MIMAT0004946","hsa-mir-744-3p"
"mirna","chr17",12917313,12917334,"MIMAT0019059","hsa-mir-1269b"
"mirna_primary_transcript","chr17",13543529,13543646,"MI0006413","hsa-mir-548h-3"
"mirna_primary_transcript","chr17",15251627,15251696,"MI0017368","hsa-mir-4731"
"mirna","chr17",15251666,15251687,"MIMAT0019853","hsa-mir-4731-5p"
"mirna","chr17",15251634,15251655,"MIMAT0019854","hsa-mir-4731-3p"
"mirna_primary_transcript","chr17",16282014,16282088,"MI0006432","hsa-mir-1288"
"mirna","chr17",16282058,16282078,"MIMAT0005942","hsa-mir-1288-3p"
"mirna","chr17",16282028,16282050,"MIMAT0026743","hsa-mir-1288-5p"
"mirna_primary_transcript","chr17",17813480,17813545,"MI0022622","hsa-mir-6777"
"mirna","chr17",17813518,17813540,"MIMAT0027454","hsa-mir-6777-5p"
"mirna","chr17",17813480,17813499,"MIMAT0027455","hsa-mir-6777-3p"
"mirna_primary_transcript","chr17",17813836,17813931,"MI0003646","hsa-mir-33b"
"mirna","chr17",17813897,17813916,"MIMAT0003301","hsa-mir-33b-5p"
"mirna","chr17",17813857,17813878,"MIMAT0004811","hsa-mir-33b-3p"
"mirna_primary_transcript","chr17",18340814,18340886,"MI0022623","hsa-mir-6778"
"mirna","chr17",18340860,18340881,"MIMAT0027456","hsa-mir-6778-5p"
"mirna","chr17",18340814,18340834,"MIMAT0027457","hsa-mir-6778-3p"
"mirna_primary_transcript","chr17",19344506,19344574,"MI0006273","hsa-mir-1180"
"mirna","chr17",19344513,19344534,"MIMAT0005825","hsa-mir-1180-3p"
"mirna","chr17",19344548,19344568,"MIMAT0026735","hsa-mir-1180-5p"
"mirna","chr17",27293922,27293942,"MIMAT0019060","hsa-mir-4522"
"mirna_primary_transcript","chr17",28360654,28360734,"MI0017359","hsa-mir-4723"
"mirna","chr17",28360660,28360683,"MIMAT0019838","hsa-mir-4723-5p"
"mirna","chr17",28360712,28360733,"MIMAT0019839","hsa-mir-4723-3p"
"mirna","chr17",28861403,28861424,"MIMAT0001631","hsa-mir-451a"
"mirna","chr17",28861377,28861398,"MIMAT0019840","hsa-mir-451b"
"mirna_primary_transcript","chr17",28861533,28861618,"MI0000460","hsa-mir-144"
"mirna","chr17",28861583,28861604,"MIMAT0004600","hsa-mir-144-5p"
"mirna","chr17",28861548,28861567,"MIMAT0000436","hsa-mir-144-3p"
"mirna_primary_transcript","chr17",28861655,28861730,"MI0017369","hsa-mir-4732"
"mirna","chr17",28861700,28861722,"MIMAT0019855","hsa-mir-4732-5p"
"mirna","chr17",28861668,28861688,"MIMAT0019856","hsa-mir-4732-3p"
"mirna","chr17",29390668,29390688,"MIMAT0019061","hsa-mir-4523"
"mirna_primary_transcript","chr17",30117079,30117172,"MI0001445","hsa-mir-423"
"mirna","chr17",30117095,30117117,"MIMAT0004748","hsa-mir-423-5p"
"mirna","chr17",30117131,30117153,"MIMAT0001340","hsa-mir-423-3p"
"mirna_primary_transcript","chr17",30117086,30117160,"MI0014226","hsa-mir-3184"
"mirna","chr17",30117128,30117151,"MIMAT0015064","hsa-mir-3184-5p"
"mirna","chr17",30117095,30117117,"MIMAT0022731","hsa-mir-3184-3p"
"mirna_primary_transcript","chr17",31094350,31094425,"MI0017370","hsa-mir-4733"
"mirna","chr17",31094395,31094416,"MIMAT0019857","hsa-mir-4733-5p"
"mirna","chr17",31094358,31094379,"MIMAT0019858","hsa-mir-4733-3p"
"mirna_primary_transcript","chr17",31534883,31534971,"MI0017361","hsa-mir-4724"
"mirna","chr17",31534893,31534915,"MIMAT0019841","hsa-mir-4724-5p"
"mirna","chr17",31534941,31534961,"MIMAT0019842","hsa-mir-4724-3p"
"mirna_primary_transcript","chr17",31559996,31560083,"MI0000487","hsa-mir-193a"
"mirna","chr17",31560016,31560037,"MIMAT0004614","hsa-mir-193a-5p"
"mirna","chr17",31560050,31560071,"MIMAT0000459","hsa-mir-193a-3p"
"mirna_primary_transcript","chr17",31575269,31575358,"MI0017362","hsa-mir-4725"
"mirna","chr17",31575281,31575301,"MIMAT0019843","hsa-mir-4725-5p"
"mirna","chr17",31575326,31575347,"MIMAT0019844","hsa-mir-4725-3p"
"mirna_primary_transcript","chr17",31575411,31575521,"MI0000769","hsa-mir-365b"
"mirna","chr17",31575439,31575460,"MIMAT0022833","hsa-mir-365b-5p"
"mirna","chr17",31575478,31575499,"MIMAT0022834","hsa-mir-365b-3p"
"mirna","chr17",32350169,32350187,"MIMAT0003302","hsa-mir-632"
"mirna","chr17",37033748,37033768,"MIMAT0013863","hsa-mir-2909"
"mirna","chr17",37615001,37615019,"MIMAT0024612","hsa-mir-378j"
"mirna","chr17",38702270,38702291,"MIMAT0019859","hsa-mir-4734"
"mirna_primary_transcript","chr17",38719691,38719748,"MI0017363","hsa-mir-4726"
"mirna","chr17",38719691,38719713,"MIMAT0019845","hsa-mir-4726-5p"
"mirna","chr17",38719727,38719748,"MIMAT0019846","hsa-mir-4726-3p"
"mirna_primary_transcript","chr17",38825838,38825892,"MI0017364","hsa-mir-4727"
"mirna","chr17",38825839,38825859,"MIMAT0019847","hsa-mir-4727-5p"
"mirna","chr17",38825871,38825892,"MIMAT0019848","hsa-mir-4727-3p"
"mirna_primary_transcript","chr17",38914979,38915042,"MI0022624","hsa-mir-6779"
"mirna","chr17",38914984,38915004,"MIMAT0027458","hsa-mir-6779-5p"
"mirna","chr17",38915017,38915037,"MIMAT0027459","hsa-mir-6779-3p"
"mirna","chr17",39297457,39297477,"MIMAT0039765","hsa-mir-548bc"
"mirna_primary_transcript","chr17",39726495,39726561,"MI0017365","hsa-mir-4728"
"mirna","chr17",39726496,39726518,"MIMAT0019849","hsa-mir-4728-5p"
"mirna","chr17",39726537,39726561,"MIMAT0019850","hsa-mir-4728-3p"
"mirna_primary_transcript","chr17",40026332,40026409,"MI0022731","hsa-mir-6884"
"mirna","chr17",40026383,40026404,"MIMAT0027668","hsa-mir-6884-5p"
"mirna","chr17",40026334,40026356,"MIMAT0027669","hsa-mir-6884-3p"
"mirna_primary_transcript","chr17",40161933,40162001,"MI0022713","hsa-mir-6866"
"mirna","chr17",40161938,40161960,"MIMAT0027632","hsa-mir-6866-5p"
"mirna","chr17",40161980,40162001,"MIMAT0027633","hsa-mir-6866-3p"
"mirna_primary_transcript","chr17",40193597,40193663,"MI0022714","hsa-mir-6867"
"mirna","chr17",40193602,40193624,"MIMAT0027634","hsa-mir-6867-5p"
"mirna","chr17",40193643,40193663,"MIMAT0027635","hsa-mir-6867-3p"
"mirna_primary_transcript","chr17",41517164,41517217,"MI0022222","hsa-mir-6510"
"mirna","chr17",41517194,41517215,"MIMAT0025476","hsa-mir-6510-5p"
"mirna","chr17",41517166,41517186,"MIMAT0025477","hsa-mir-6510-3p"
"mirna_primary_transcript","chr17",42494773,42494830,"MI0019137","hsa-mir-548at"
"mirna","chr17",42494773,42494794,"MIMAT0022277","hsa-mir-548at-5p"
"mirna","chr17",42494810,42494830,"MIMAT0022278","hsa-mir-548at-3p"
"mirna_primary_transcript","chr17",42514188,42514307,"MI0017878","hsa-mir-5010"
"mirna","chr17",42514208,42514229,"MIMAT0021043","hsa-mir-5010-5p"
"mirna","chr17",42514267,42514288,"MIMAT0021044","hsa-mir-5010-3p"
"mirna_primary_transcript","chr17",42708084,42708151,"MI0022625","hsa-mir-6780a"
"mirna","chr17",42708124,42708146,"MIMAT0027460","hsa-mir-6780a-5p"
"mirna","chr17",42708084,42708104,"MIMAT0027461","hsa-mir-6780a-3p"
"mirna_primary_transcript","chr17",42823880,42823943,"MI0022626","hsa-mir-6781"
"mirna","chr17",42823918,42823938,"MIMAT0027462","hsa-mir-6781-5p"
"mirna","chr17",42823880,42823901,"MIMAT0027463","hsa-mir-6781-3p"
"mirna","chr17",43444856,43444876,"MIMAT0011162","hsa-mir-2117"
"mirna_primary_transcript","chr17",44207771,44207839,"MI0022627","hsa-mir-6782"
"mirna","chr17",44207810,44207834,"MIMAT0027464","hsa-mir-6782-5p"
"mirna","chr17",44207772,44207794,"MIMAT0027465","hsa-mir-6782-3p"
"mirna_primary_transcript","chr17",44934618,44934681,"MI0022628","hsa-mir-6783"
"mirna","chr17",44934655,44934676,"MIMAT0027466","hsa-mir-6783-5p"
"mirna","chr17",44934618,44934639,"MIMAT0027467","hsa-mir-6783-3p"
"mirna_primary_transcript","chr17",45114367,45114433,"MI0022629","hsa-mir-6784"
"mirna","chr17",45114409,45114428,"MIMAT0027468","hsa-mir-6784-5p"
"mirna","chr17",45114367,45114388,"MIMAT0027469","hsa-mir-6784-3p"
"mirna_primary_transcript","chr17",45475363,45475435,"MI0015844","hsa-mir-4315-1"
"mirna_primary_transcript","chr17",46973017,46973100,"MI0017978","hsa-mir-5089"
"mirna","chr17",46973027,46973047,"MIMAT0021081","hsa-mir-5089-5p"
"mirna","chr17",46973069,46973091,"MIMAT0022984","hsa-mir-5089-3p"
"mirna","chr17",48032892,48032913,"MIMAT0041128","hsa-mir-10226"
"mirna_primary_transcript","chr17",48037161,48037247,"MI0000462","hsa-mir-152"
"mirna","chr17",48037174,48037194,"MIMAT0000438","hsa-mir-152-3p"
"mirna","chr17",48037210,48037232,"MIMAT0026479","hsa-mir-152-5p"
"mirna","chr17",48156486,48156506,"MIMAT0005866","hsa-mir-1203"
"mirna_primary_transcript","chr17",48579838,48579947,"MI0000266","hsa-mir-10a"
"mirna","chr17",48579904,48579926,"MIMAT0000253","hsa-mir-10a-5p"
"mirna","chr17",48579864,48579885,"MIMAT0004555","hsa-mir-10a-3p"
"mirna_primary_transcript","chr17",48632490,48632559,"MI0000238","hsa-mir-196a-1"
"mirna","chr17",48632495,48632515,"MIMAT0037307","hsa-mir-196a-1-3p"
"mirna","chr17",48724446,48724468,"MIMAT0015065","hsa-mir-3185"
"mirna","chr17",49288416,49288434,"MIMAT0024613","hsa-mir-6129"
"mirna","chr17",49510825,49510843,"MIMAT0024782","hsa-mir-6165"
"mirna","chr17",50768660,50768681,"MIMAT0030986","hsa-mir-8059"
"mirna_primary_transcript","chr17",56891270,56891355,"MI0016004","hsa-mir-3614"
"mirna","chr17",56891319,56891341,"MIMAT0017992","hsa-mir-3614-5p"
"mirna","chr17",56891281,56891303,"MIMAT0017993","hsa-mir-3614-3p"
"mirna_primary_transcript","chr17",58331232,58331318,"MI0000458","hsa-mir-142"
"mirna","chr17",58331283,58331303,"MIMAT0000433","hsa-mir-142-5p"
"mirna","chr17",58331245,58331267,"MIMAT0000434","hsa-mir-142-3p"
"mirna","chr17",58336004,58336022,"MIMAT0019862","hsa-mir-4736"
"mirna_primary_transcript","chr17",59137758,59137872,"MI0003820","hsa-mir-454"
"mirna","chr17",59137828,59137849,"MIMAT0003884","hsa-mir-454-5p"
"mirna","chr17",59137787,59137809,"MIMAT0003885","hsa-mir-454-3p"
"mirna_primary_transcript","chr17",59151136,59151221,"MI0000745","hsa-mir-301a"
"mirna","chr17",59151149,59151171,"MIMAT0000688","hsa-mir-301a-3p"
"mirna","chr17",59151187,59151208,"MIMAT0022696","hsa-mir-301a-5p"
"mirna","chr17",59366092,59366113,"MIMAT0019851","hsa-mir-4729"
"mirna_primary_transcript","chr17",59841266,59841337,"MI0000077","hsa-mir-21"
"mirna","chr17",59841273,59841294,"MIMAT0000076","hsa-mir-21-5p"
"mirna","chr17",59841311,59841331,"MIMAT0004494","hsa-mir-21-3p"
"mirna","chr17",60043077,60043096,"MIMAT0019863","hsa-mir-4737"
"mirna","chr17",62944275,62944297,"MIMAT0003303","hsa-mir-633"
"mirna_primary_transcript","chr17",64500774,64500839,"MI0017375","hsa-mir-3064"
"mirna","chr17",64500817,64500837,"MIMAT0019864","hsa-mir-3064-5p"
"mirna","chr17",64500775,64500797,"MIMAT0019865","hsa-mir-3064-3p"
"mirna","chr17",64501230,64501250,"MIMAT0020541","hsa-mir-5047"
"mirna","chr17",64780796,64780814,"MIMAT0023705","hsa-mir-6080"
"mirna_primary_transcript","chr17",64822030,64822102,"MI0015983","hsa-mir-4315-2"
"mirna","chr17",66787132,66787153,"MIMAT0003304","hsa-mir-634"
"mirna_primary_transcript","chr17",67471489,67471585,"MI0003671","hsa-mir-548d-2"
"mirna_primary_transcript","chr17",67471489,67471585,"MI0016690","hsa-mir-548aa-2"
"mirna","chr17",68424511,68424533,"MIMAT0003305","hsa-mir-635"
"mirna_primary_transcript","chr17",69099542,69099656,"MI0019114","hsa-mir-4524b"
"mirna","chr17",69099570,69099590,"MIMAT0022255","hsa-mir-4524b-5p"
"mirna","chr17",69099607,69099626,"MIMAT0022256","hsa-mir-4524b-3p"
"mirna_primary_transcript","chr17",69099564,69099632,"MI0016891","hsa-mir-4524a"
"mirna","chr17",69099606,69099627,"MIMAT0019062","hsa-mir-4524a-5p"
"mirna","chr17",69099570,69099591,"MIMAT0019063","hsa-mir-4524a-3p"
"mirna","chr17",74748663,74748683,"MIMAT0017994","hsa-mir-3615"
"mirna_primary_transcript","chr17",75406069,75406162,"MI0016079","hsa-mir-3678"
"mirna","chr17",75406077,75406096,"MIMAT0018102","hsa-mir-3678-5p"
"mirna","chr17",75406137,75406158,"MIMAT0018103","hsa-mir-3678-3p"
"mirna_primary_transcript","chr17",75498548,75498628,"MI0022630","hsa-mir-6785"
"mirna","chr17",75498553,75498574,"MIMAT0027470","hsa-mir-6785-5p"
"mirna","chr17",75498608,75498628,"MIMAT0027471","hsa-mir-6785-3p"
"mirna_primary_transcript","chr17",75784521,75784607,"MI0017376","hsa-mir-4738"
"mirna","chr17",75784567,75784588,"MIMAT0019866","hsa-mir-4738-5p"
"mirna","chr17",75784530,75784551,"MIMAT0019867","hsa-mir-4738-3p"
"mirna_primary_transcript","chr17",76098019,76098076,"MI0022715","hsa-mir-6868"
"mirna","chr17",76098050,76098071,"MIMAT0027636","hsa-mir-6868-5p"
"mirna","chr17",76098019,76098039,"MIMAT0027637","hsa-mir-6868-3p"
"mirna","chr17",76736466,76736488,"MIMAT0003306","hsa-mir-636"
"mirna_primary_transcript","chr17",77089417,77089497,"MI0025513","hsa-mir-6516"
"mirna","chr17",77089428,77089449,"MIMAT0030417","hsa-mir-6516-5p"
"mirna","chr17",77089469,77089490,"MIMAT0030418","hsa-mir-6516-3p"
"mirna","chr17",77397028,77397044,"MIMAT0016867","hsa-mir-4316"
"mirna","chr17",79707216,79707240,"MIMAT0019868","hsa-mir-4739"
"mirna","chr17",80098831,80098850,"MIMAT0018925","hsa-mir-1268b"
"mirna","chr17",80419427,80419449,"MIMAT0019852","hsa-mir-4730"
"mirna","chr17",81125291,81125313,"MIMAT0003335","hsa-mir-657"
"mirna_primary_transcript","chr17",81125877,81125955,"MI0014228","hsa-mir-3065"
"mirna","chr17",81125886,81125908,"MIMAT0015066","hsa-mir-3065-5p"
"mirna","chr17",81125926,81125948,"MIMAT0015378","hsa-mir-3065-3p"
"mirna_primary_transcript","chr17",81125883,81125949,"MI0000814","hsa-mir-338"
"mirna","chr17",81125923,81125944,"MIMAT0004701","hsa-mir-338-5p"
"mirna","chr17",81125887,81125908,"MIMAT0000763","hsa-mir-338-3p"
"mirna_primary_transcript","chr17",81133196,81133308,"MI0006385","hsa-mir-1250"
"mirna","chr17",81133265,81133285,"MIMAT0005902","hsa-mir-1250-5p"
"mirna","chr17",81133228,81133246,"MIMAT0026740","hsa-mir-1250-3p"
"mirna_primary_transcript","chr17",81400716,81400778,"MI0017378","hsa-mir-4740"
"mirna","chr17",81400753,81400774,"MIMAT0019869","hsa-mir-4740-5p"
"mirna","chr17",81400716,81400737,"MIMAT0019870","hsa-mir-4740-3p"
"mirna_primary_transcript","chr17",81451104,81451188,"MI0014229","hsa-mir-3186"
"mirna","chr17",81451152,81451173,"MIMAT0015067","hsa-mir-3186-5p"
"mirna","chr17",81451116,81451136,"MIMAT0015068","hsa-mir-3186-3p"
"mirna_primary_transcript","chr17",81693757,81693869,"MI0022631","hsa-mir-6786"
"mirna","chr17",81693809,81693829,"MIMAT0027472","hsa-mir-6786-5p"
"mirna","chr17",81693844,81693866,"MIMAT0027473","hsa-mir-6786-3p"
"mirna_primary_transcript","chr17",82236668,82236728,"MI0022632","hsa-mir-6787"
"mirna","chr17",82236673,82236694,"MIMAT0027474","hsa-mir-6787-5p"
"mirna","chr17",82236707,82236728,"MIMAT0027475","hsa-mir-6787-3p"
"mirna","chr17",82668281,82668301,"MIMAT0019064","hsa-mir-4525"
"mirna","chr18",112266,112288,"MIMAT0031005","hsa-mir-8078"
"mirna_primary_transcript","chr18",3885353,3885432,"MI0022553","hsa-mir-6718"
"mirna","chr18",3885363,3885383,"MIMAT0025849","hsa-mir-6718-5p"
"mirna","chr18",5840702,5840725,"MIMAT0019361","hsa-mir-3976"
"mirna","chr18",6374399,6374415,"MIMAT0016872","hsa-mir-4317"
"mirna_primary_transcript","chr18",10759584,10759649,"MI0022633","hsa-mir-6788"
